0.1,100000.0
7.368879656216290042e-02
1.905721024786535822e-01
-1.417641505084633047e-01
-1.692439309390675051e-01
-3.566430832456205513e-01
8.650070790614461380e-02
2.429913812631896430e-01
2.958311743925770565e-02
3.232369377700218260e-01
-1.120893042107085624e-01
-2.144604905779221027e-01
-1.620709457181908342e-01
3.003625442839186199e-02
1.550473301823782624e-01
-1.015426512647260582e-02
2.006820661134823269e-01
1.080045111945289182e-01
-7.939476786876734082e-02
-9.246978966183409809e-02
-2.967712236067377995e-01
4.865342942187471376e-02
-5.570727216484910871e-02
6.867570737868269881e-02
1.227653060586100797e-02
-6.829867626109990819e-02
-8.864085498703094812e-02
-2.088164815354096315e-01
-1.479682070110663328e-03
-2.825196090465122156e-02
2.594799260304254118e-01
2.599575213128038631e-01
1.173282633752844445e-02
-1.493390065236194220e-01
-2.293170055494295201e-02
-1.222398330435852665e-01
1.323561197881798213e-01
2.245566572224451940e-01
3.158223221948136539e-01
1.033544621083359177e-01
-3.565415148566150605e-02
-1.963723533192542059e-01
-1.914232006823560206e-02
-2.141024306380350795e-01
2.287700934899929428e-01
1.552679904105234709e-01
1.537699874264337185e-01
4.323928283134122197e-02
-1.509023214529759960e-01
-2.094260941734201187e-01
-3.218844025034689471e-01
-1.586830482256147146e-01
2.251505600487109515e-01
2.481631061829098206e-01
-4.518267262135408635e-02
-1.071586446819856597e-01
-2.703740400931538002e-01
-3.498462458366685679e-01
-7.504233281651606635e-02
5.062859022679531973e-02
2.922414324754696313e-02
1.983498489255285935e-01
1.473070475896619547e-01
-2.582917412552417358e-01
-2.787980903552965684e-01
-9.394617435218666213e-02
4.722486607802144250e-03
1.565242519338594651e-01
1.839336793342276066e-01
2.493517848644713208e-01
-1.554873556397980833e-02
-1.425701825799864375e-01
-2.052591210915829800e-01
-7.395919068709209954e-02
2.348770367204443266e-01
9.108855423577086330e-02
3.213586323718918836e-01
-1.305375037108652825e-01
-1.003210620590581914e-01
-3.671186414814686660e-01
-7.268001809752136499e-02
7.401966493358713706e-02
2.941165728052632655e-01
3.516331109009883660e-01
7.388995843391589491e-02
-9.586438196711427606e-03
-3.528163823474689265e-02
-1.352480375252209932e-01
-1.130814742552137403e-01
4.722869331385963487e-02
1.238438934031951544e-01
3.149740036569949053e-01
-2.975805817362615902e-02
1.231411748629451797e-02
-7.168672501781658823e-02
-5.034032345924469021e-02
-1.345042465376250496e-01
3.169409582247450508e-01
3.388439372436333752e-01
-9.895907008250770520e-02
-3.558576517615073820e-02
-2.331391672749996979e-01
-1.348568306618504187e-01
7.076531116928706788e-03
1.614072801048960781e-01
1.328826078383918974e-01
-1.359784055418158943e-02
9.319727653629629460e-02
-1.168498064710629669e-02
-3.053508193403349225e-01
-2.060291772050640846e-01
1.607682739588403575e-02
1.476965050489132403e-01
3.199545588354044678e-01
-4.569759286938533671e-02
-1.310881077109846693e-01
-1.436140504145337893e-01
-1.546674905331947847e-01
-7.400135556914647084e-02
2.384806874591843817e-01
6.986927211781368552e-02
1.656966497079356837e-02
-6.641300605585402639e-02
-6.632650929250606675e-02
-2.801920028755531256e-01
-2.264330356317895698e-01
2.300281851877333528e-01
5.572383163373281767e-02
2.121050048157355761e-01
-3.151537100016513215e-02
-7.197821864817746662e-02
-1.420974049782144921e-01
-3.014968567353103479e-01
-4.851664865578221575e-02
